r		
15,4	40,72677841	2,644596001
15,5	41,09736896	2,651443158
15,6	41,46862483	2,658245181
15,7	41,84054165	2,665002653
15,8	42,21311507	2,671716143
15,9	42,58634081	2,678386215
16	42,96021467	2,685013417
16,1	43,33473245	2,691598289
16,2	43,70989007	2,698141362
16,3	44,08568344	2,704643156
16,4	44,46210855	2,71110418
16,5	44,83916145	2,717524937
16,6	45,21683823	2,723905918
16,7	45,59513502	2,730247606
16,8	45,974048	2,736550476
16,9	46,35357341	2,742814994
17	46,73370751	2,749041618
17,1	47,11444664	2,755230798
17,2	47,49578716	2,761382974
17,3	47,87772547	2,767498582
17,4	48,26025804	2,773578048
17,5	48,64338134	2,779621791
17,6	49,02709192	2,785630223
17,7	49,41138635	2,791603749
17,8	49,79626125	2,797542767
17,9	50,18171326	2,803447668
18	50,56773909	2,809318838
18,1	50,95433546	2,815156655
18,2	51,34149913	2,820961491
18,3	51,72922691	2,826733711
18,4	52,11751564	2,832473676
18,5	52,5063622	2,83818174
18,6	52,89576348	2,843858252
18,7	53,28571644	2,849503553
18,8	53,67621805	2,855117982
18,9	54,06726532	2,860701869
19	54,45885529	2,866255542
19,1	54,85098503	2,871779321
19,2	55,24365166	2,877273524
19,3	55,63685229	2,882738461
19,4	56,03058411	2,888174439
19,5	56,42484431	2,893581759
19,6	56,8196301	2,898960719
19,7	57,21493875	2,904311612
19,8	57,61076754	2,909634724
19,9	58,00711378	2,914930341
20	58,40397481	2,920198741


20	58,40397481	2,920198741
30	100,3257141	3,344190471
40	145,7029557	3,642573891
50	193,6385527	3,872771054
60	243,607767	4,060129449
70	295,2653251	4,218076073
80	348,3665241	4,354581551
90	402,7287757	4,474764174
100	458,2105766	4,582105766
110	514,6990228	4,679082025
120	572,1019247	4,767516039
130	630,3425791	4,84878907
140	689,3561659	4,923972614
150	749,0871835	4,993914556
