r		
2	1	0,5
2,1	1,14739588	0,54637899
2,2	1,300793248	0,591269658
2,3	1,459848618	0,63471679
2,4	1,624256811	0,676773671
2,5	1,793744654	0,717497862
2,6	1,968066041	0,756948477
2,7	2,146997993	0,795184442
2,8	2,330337468	0,832263381
2,9	2,517898752	0,868240949
3	2,709511291	0,90317043
3,1	2,905017881	0,937102542
3,2	3,104273137	0,970085355
3,3	3,307142196	1,002164302
3,4	3,513499602	1,033382236
3,5	3,723228344	1,063779527
3,6	3,93621903	1,093394175
3,7	4,152369156	1,122261934
3,8	4,371582473	1,15041644
3,9	4,59376843	1,177889341
4	4,818841679	1,20471042
4,1	5,046721638	1,230907716
4,2	5,277332098	1,256507642
4,3	5,510600882	1,281535089
4,4	5,746459525	1,306013528
4,5	5,984843	1,329965111
4,6	6,22568946	1,353410752
4,7	6,468940016	1,376370216
4,8	6,714538523	1,398862192
4,9	6,962431397	1,420904367
5	7,212567439	1,442513488
5,1	7,464897685	1,463705428
5,2	7,719375258	1,484495242
5,3	7,975955239	1,504897215
5,4	8,234594547	1,524924916
5,5	8,495251827	1,544591241
5,6	8,757887351	1,563908455
5,7	9,022462921	1,582888232
5,8	9,288941783	1,601541687
5,9	9,557288549	1,619879415
6	9,82746912	1,63791152
6,1	10,09945061	1,655647642
6,2	10,37320131	1,673096986
6,3	10,64869058	1,690268346
6,4	10,92588884	1,707170132
6,5	11,20476749	1,723810383
6,6	11,48529887	1,740196798
6,7	11,76745621	1,756336748
6,8	12,05121361	1,772237295
6,9	12,33654595	1,78790521
7	12,62342892	1,803346988
7,1	12,91183891	1,818568861
7,2	13,20175306	1,833576813
7,3	13,49314914	1,848376594
7,4	13,7860056	1,862973729
7,5	14,08030148	1,877373531
7,6	14,37601644	1,89158111
7,7	14,67313067	1,905601386
7,8	14,97162495	1,919439096
7,9	15,27148053	1,933098802
8	15,57267921	1,946584901
8,1	15,87520323	1,959901633
8,2	16,17903531	1,973053087
8,3	16,48415862	1,986043207
8,4	16,79055674	1,998875803
8,5	17,09821368	2,011554551
8,6	17,40711384	2,024083004
8,7	17,71724198	2,036464595
8,8	18,02858326	2,048702643
8,9	18,34112318	2,060800357
9	18,65484758	2,072760842
9,1	18,96974263	2,084587102
9,2	19,28579482	2,096282045
9,3	19,60299095	2,107848489
9,4	19,92131812	2,119289162
9,5	20,24076371	2,130606706
9,6	20,56131538	2,141803685
9,7	20,88296106	2,152882584
9,8	21,20568894	2,163845811
9,9	21,52948747	2,174695704
10	21,85434533	2,185434533
10,1	22,18025143	2,196064499
10,2	22,50719495	2,20658774
10,3	22,83516523	2,217006333
10,4	23,16415188	2,227322297
10,5	23,4941447	2,23753759
10,6	23,82513367	2,24765412
10,7	24,157109	2,257673739
10,8	24,49006108	2,267598248
10,9	24,82398047	2,277429401
11	25,15885793	2,287168903
11,1	25,49468438	2,296818413
11,2	25,83145093	2,306379547
11,3	26,16914883	2,315853879
11,4	26,50776952	2,32524294
11,5	26,84730455	2,334548222
11,6	27,18774568	2,34377118
11,7	27,52908478	2,352913229
11,8	27,87131387	2,361975752
11,9	28,21442511	2,370960094
12	28,55841082	2,379867568
12,1	28,90326341	2,388699455
12,2	29,24897545	2,397457004
12,3	29,59553964	2,406141434
12,4	29,94294879	2,414753935
12,5	30,29119582	2,423295666
12,6	30,64027379	2,431767761
12,7	30,99017587	2,440171328
12,8	31,34089532	2,448507447
12,9	31,69242554	2,456777173
13	32,04476	2,464981539
13,1	32,39789232	2,473121551
13,2	32,75181618	2,481198195
13,3	33,10652537	2,489212434
13,4	33,46201379	2,497165208
13,5	33,81827542	2,505057438
13,6	34,17530433	2,512890024
13,7	34,5330947	2,520663847
13,8	34,89164078	2,528379767
13,9	35,25093691	2,536038627
14	35,61097751	2,543641251
14,1	35,97175709	2,551188446
14,2	36,33327024	2,558681003
14,3	36,69551162	2,566119694
14,4	37,05847597	2,573505276
14,5	37,42215812	2,580838491
14,6	37,78655296	2,588120066
14,7	38,15165544	2,59535071
14,8	38,51746061	2,602531122
14,9	38,88396356	2,609661984
15	39,25115947	2,616743965
15,1	39,61904358	2,62377772
15,2	39,98761118	2,630763894
15,3	40,35685765	2,637703114
